topicid,title,year
221,ACM SIGCSE Bulletin,1979
221,ACM SIGGRAPH Computer Graphics,1979
221,ACM SIGART Bulletin,1980
221,ACM SIGCSE Bulletin,1980
221,ACM SIGIR Forum,1980
221,ACM SIGMOD Record,1980
221,ACM SIGPLAN Notices,1980
221,ACM SIGAPL APL Quote Quad,1981
221,ACM SIGMETRICS Performance Evaluation Review,1981
221,ACM SIGOPS Operating Systems Review,1981
221,ACM SIGSMALL Newsletter,1981
221,ACM SIGSOC Bulletin,1981
221,Communications of the ACM,1981
221,ACM SIGAPL APL Quote Quad,1982
221,ACM SIGARCH Computer Architecture News,1982
221,ACM SIGCSE Bulletin,1982
221,ACM SIGOA Newsletter,1982
221,ACM SIGPLAN Notices,1982
221,Communications of the ACM,1982
221,ACM Computing Surveys,1983
221,ACM SIGAPL APL Quote Quad,1983
221,ACM SIGCSE Bulletin,1983
221,ACM SIGPLAN Notices,1983
221,ACM SIGSOFT Software Engineering Notes,1983
221,Communications of the ACM,1983
221,ACM SIGAPL APL Quote Quad,1984
221,ACM SIGCSE Bulletin,1984
221,ACM SIGDOC Asterisk Journal of Computer Documentation,1984
221,ACM SIGMIS Database,1984
221,ACM SIGOA Newsletter,1984
221,ACM SIGPLAN Notices,1984
221,ACM SIGSOFT Software Engineering Notes,1984
221,Communications of the ACM,1984
221,ACM SIGAPL APL Quote Quad,1985
221,ACM SIGAda Ada Letters,1985
221,ACM SIGCSE Bulletin,1985
221,ACM SIGMETRICS Performance Evaluation Review,1985
221,Communications of the ACM,1985
221,ACM SIGAda Ada Letters,1986
221,ACM SIGCHI Bulletin,1986
221,ACM SIGCPR Computer Personnel,1986
221,ACM SIGCSE Bulletin,1986
221,ACM SIGMIS Database,1986
221,ACM SIGUCCS Newsletter,1986
221,Communications of the ACM,1986
221,ACM SIGAPL APL Quote Quad,1987
221,ACM SIGCPR Computer Personnel,1987
221,ACM SIGCSE Bulletin,1987
221,ACM SIGMETRICS Performance Evaluation Review,1987
221,ACM SIGPLAN Notices,1987
221,ACM SIGUCCS Newsletter,1987
221,Communications of the ACM,1987
221,ACM SIGCAS Computers and Society,1988
221,ACM SIGCHI Bulletin,1988
221,ACM SIGCSE Bulletin,1988
221,ACM SIGMIS Database,1988
221,ACM SIGPLAN Notices,1988
221,ACM SIGSMALL/PC Notes,1988
221,ACM SIGSOFT Software Engineering Notes,1988
221,Communications of the ACM,1988
221,ACM SIGACT News,1989
221,ACM SIGAPL APL Quote Quad,1989
221,ACM SIGART Bulletin,1989
221,ACM SIGCHI Bulletin,1989
221,ACM SIGCPR Computer Personnel,1989
221,ACM SIGCSE Bulletin,1989
221,ACM SIGSAC Review,1989
221,ACM SIGSOFT Software Engineering Notes,1989
221,ACM SIGUCCS Newsletter,1989
221,Communications of the ACM,1989
221,ACM SIGAPL APL Quote Quad,1990
221,ACM SIGCAS Computers and Society,1990
221,ACM SIGCOMM Computer Communication Review,1990
221,ACM SIGDOC Asterisk Journal of Computer Documentation,1990
221,Communications of the ACM,1990
221,ACM SIGCOMM Computer Communication Review,1991
221,ACM SIGCUE Outlook,1991
221,ACM SIGMETRICS Performance Evaluation Review,1991
221,ACM SIGMIS Database,1991
221,ACM SIGSOFT Software Engineering Notes,1991
221,Communications of the ACM,1991
221,ACM SIGCSE Bulletin,1992
221,ACM SIGPLAN OOPS Messenger,1992
221,Communications of the ACM,1992
221,ACM SIGMIS Database,1993
221,ACM SIGOIS Bulletin,1993
221,ACM SIGPLAN OOPS Messenger,1993
221,Communications of the ACM,1993
221,ACM SIGPLAN Notices,1994
221,StandardView,1994
221,ACM SIGAPL APL Quote Quad,1995
221,ACM SIGMETRICS Performance Evaluation Review,1995
221,ACM SIGOIS Bulletin,1995
221,ACM SIGPLAN Notices,1995
221,ACM SIGSOFT Software Engineering Notes,1995
221,ACM SIGUCCS Newsletter,1995
221,ACM SIGWEB Newsletter,1995
221,Communications of the ACM,1995
221,3C ON-LINE,1996
221,ACM SIGCAS Computers and Society,1996
221,ACM SIGCHI Bulletin,1996
221,ACM SIGCSE Bulletin,1996
221,ACM SIGCUE Outlook,1996
221,ACM SIGGRAPH Computer Graphics,1996
221,ACM SIGMOD Record,1996
221,ACM SIGOIS Bulletin,1996
221,ACM SIGUCCS Newsletter,1996
221,Communications of the ACM,1996
221,interactions,1996
221,3C ON-LINE,1997
221,ACM SIGCSE Bulletin,1997
221,ACM SIGGRAPH Computer Graphics,1997
221,ACM SIGGROUP Bulletin,1997
221,ACM SIGOPS Operating Systems Review,1997
221,Communications of the ACM,1997
221,ACM SIGAPL APL Quote Quad,1998
221,ACM SIGCHI Bulletin,1998
221,ACM SIGCSE Bulletin,1998
221,ACM SIGGROUP Bulletin,1998
221,ACM SIGMOD Record,1998
221,Communications of the ACM,1998
221,Journal of the ACM,1998
221,ACM SIGCSE Bulletin,1999
221,ACM SIGDOC Asterisk Journal of Computer Documentation,1999
221,ACM SIGMIS Database,1999
221,ACM SIGSOFT Software Engineering Notes,1999
221,Communications of the ACM,1999
221,ACM SIGPLAN Notices,2000
221,ACM SIGSOFT Software Engineering Notes,2000
221,Communications of the ACM,2000
221,ACM SIGCUE Outlook,2001
221,ACM SIGCAS Computers and Society,2002
221,ACM SIGCSE Bulletin,2002
221,Communications of the ACM,2002
221,ACM SIGCSE Bulletin,2003
221,Communications of the ACM,2003
221,Queue,2003
221,Ubiquity,2003
221,ACM SIGCSE Bulletin,2004
221,Queue,2004
221,Ubiquity,2004
221,interactions,2004
221,ACM SIGCSE Bulletin,2005
221,ACM SIGSOFT Software Engineering Notes,2005
221,Communications of the ACM,2005
221,Queue,2005
221,Ubiquity,2005
221,ACM SIGCSE Bulletin,2006
221,ACM SIGMETRICS Performance Evaluation Review,2006
221,Queue,2006
221,interactions,2006
221,ACM SIGMETRICS Performance Evaluation Review,2007
221,ACM SIGPLAN Notices,2007
221,Communications of the ACM,2007
221,Queue,2007
221,interactions,2007
221,ACM SIGACCESS Accessibility and Computing,2008
221,ACM SIGBED Review,2008
221,ACM SIGOPS Operating Systems Review,2008
221,Communications of the ACM,2008
221,ACM SIGACCESS Accessibility and Computing,2009
221,ACM SIGMIS Database,2009
221,ACM SIGSOFT Software Engineering Notes,2009
221,Communications of the ACM,2009
221,Crossroads,2009
221,Queue,2009
221,eLearn,2009
221,ACM SIGMETRICS Performance Evaluation Review,2010
221,Communications of the ACM,2010
221,interactions,2010
221,Communications of the ACM,2011
221,eLearn,2011
229,Communications of the ACM,1965
229,Communications of the ACM,1967
229,ACM SIGGRAPH Computer Graphics,1978
229,ACM SIGGRAPH Computer Graphics,1979
229,ACM SIGGRAPH Computer Graphics,1983
229,ACM SIGCHI Bulletin,1985
229,ACM SIGCHI Bulletin,1986
229,ACM SIGCHI Bulletin,1988
229,ACM SIGGRAPH Computer Graphics,1988
229,ACM SIGCHI Bulletin,1989
229,ACM SIGGRAPH Computer Graphics,1989
229,ACM SIGAPL APL Quote Quad,1990
229,ACM SIGGRAPH Computer Graphics,1990
229,ACM SIGACT News,1991
229,ACM SIGCHI Bulletin,1991
229,ACM SIGGRAPH Computer Graphics,1991
229,ACM SIGBIO Newsletter,1992
229,ACM SIGCHI Bulletin,1992
229,ACM SIGGRAPH Computer Graphics,1992
229,Communications of the ACM,1992
229,ACM SIGBIO Newsletter,1993
229,Communications of the ACM,1993
229,ACM SIGCHI Bulletin,1994
229,ACM SIGCUE Outlook,1994
229,ACM SIGGRAPH Computer Graphics,1994
229,ACM SIGGRAPH Computer Graphics,1995
229,interactions,1995
229,ACM Computing Surveys,1996
229,ACM SIGCHI Bulletin,1996
229,ACM SIGGRAPH Computer Graphics,1996
229,ACM SIGWEB Newsletter,1996
229,Communications of the ACM,1996
229,interactions,1996
229,ACM SIGGRAPH Computer Graphics,1997
229,Communications of the ACM,1997
229,Crossroads,1997
229,interactions,1997
229,ACM SIGAPL APL Quote Quad,1998
229,ACM SIGCAPH Computers and the Physically Handicapped,1998
229,ACM SIGCAS Computers and Society,1998
229,ACM SIGGRAPH Computer Graphics,1998
229,interactions,1998
229,netWorker,1998
229,ACM Computing Surveys,1999
229,ACM SIGGRAPH Computer Graphics,1999
229,ACM SIGSAM Bulletin,1999
229,Communications of the ACM,1999
229,ACM Computing Surveys,2000
229,ACM SIGCHI Bulletin,2000
229,ACM SIGGRAPH Computer Graphics,2000
229,ACM SIGGROUP Bulletin,2000
229,ACM SIGOPS Operating Systems Review,2000
229,Communications of the ACM,2000
229,ACM SIGCSE Bulletin,2001
229,ACM SIGGRAPH Computer Graphics,2002
229,Communications of the ACM,2002
229,Crossroads,2002
229,eLearn,2002
229,interactions,2002
229,ACM SIGGRAPH Computer Graphics,2003
229,Communications of the ACM,2003
229,Computers in Entertainment,2003
229,ACM SIGCSE Bulletin,2004
229,ACM Transactions on Computational Logic,2004
229,Communications of the ACM,2004
229,interactions,2004
229,ACM SIGCSE Bulletin,2005
229,ACM SIGGRAPH Computer Graphics,2005
229,ACM Transactions on Applied Perception,2005
229,Communications of the ACM,2005
229,Computers in Entertainment,2005
229,Crossroads,2005
229,ACM SIGACCESS Accessibility and Computing,2006
229,ACM SIGEVOlution,2006
229,ACM Transactions on Applied Perception,2006
229,ACM Transactions on Computer-Human Interaction,2006
229,"ACM Transactions on Multimedia Computing, Communications, and Applications",2006
229,Crossroads,2006
229,netWorker,2006
229,ACM SIGCOMM Computer Communication Review,2007
229,ACM SIGMIS Database,2007
229,ACM Transactions on Applied Perception,2007
229,ACM Transactions on Computer-Human Interaction,2007
229,"ACM Transactions on Multimedia Computing, Communications, and Applications",2007
229,Computers in Entertainment,2007
229,ACM SIGCSE Bulletin,2008
229,ACM Transactions on Applied Perception,2008
229,Communications of the ACM,2008
229,ACM SIGMultimedia Records,2009
229,ACM Transactions on Applied Perception,2009
229,"ACM Transactions on Multimedia Computing, Communications, and Applications",2009
229,Communications of the ACM,2009
229,Computers in Entertainment,2009
229,eLearn,2009
229,netWorker,2009
229,ACM Transactions on Applied Perception,2010
229,Communications of the ACM,2010
229,Computers in Entertainment,2010
229,Journal on Computing and Cultural Heritage,2010
229,interactions,2010
229,ACM Inroads,2011
229,ACM SIGACCESS Accessibility and Computing,2011
229,ACM SIGGRAPH Computer Graphics,2011
229,ACM Transactions on Applied Perception,2011
229,Communications of the ACM,2011
229,Computers in Entertainment,2011
229,interactions,2011
230,ACM SIGCOMM Computer Communication Review,0
230,Communications of the ACM,1964
230,Communications of the ACM,1985
230,ACM SIGSOFT Software Engineering Notes,1987
230,ACM SIGMIS Database,1988
230,ACM SIGCHI Bulletin,1991
230,ACM SIGCAS Computers and Society,1993
230,Communications of the ACM,1993
230,ACM Computing Surveys,1995
230,Communications of the ACM,1995
230,ACM SIGCHI Bulletin,1996
230,ACM SIGDOC Asterisk Journal of Computer Documentation,1996
230,ACM SIGWEB Newsletter,1996
230,ACM SIGIR Forum,1997
230,ACM SIGMIS Database,2000
230,interactions,2000
230,netWorker,2000
230,ACM SIGCAPH Computers and the Physically Handicapped,2002
230,ACM SIGCHI Bulletin,2002
230,Communications of the ACM,2002
230,ACM SIGACCESS Accessibility and Computing,2003
230,interactions,2003
230,ACM SIGCSE Bulletin,2004
230,Queue,2004
230,interactions,2004
230,ACM SIGACCESS Accessibility and Computing,2005
230,ACM Transactions on Computer-Human Interaction,2005
230,Communications of the ACM,2005
230,interactions,2005
230,ACM Transactions on Computer-Human Interaction,2006
230,Queue,2006
230,ACM SIGCSE Bulletin,2007
230,Computers in Entertainment,2007
230,interactions,2007
230,ACM SIGCAS Computers and Society,2008
230,ACM SIGCSE Bulletin,2008
230,ACM Transactions on Computer-Human Interaction,2008
230,Communications of the ACM,2008
230,Computers in Entertainment,2008
230,Queue,2008
230,interactions,2008
230,ACM SIGCSE Bulletin,2009
230,ACM SIGMIS Database,2009
230,Communications of the ACM,2009
230,Computers in Entertainment,2009
230,eLearn,2009
230,interactions,2009
230,ACM SIGMIS Database,2010
230,Communications of the ACM,2010
230,Computers in Entertainment,2010
230,interactions,2010
230,ACM Inroads,2011
230,ACM SIGACCESS Accessibility and Computing,2011
230,ACM SIGARCH Computer Architecture News,2011
230,ACM Transactions on Management Information Systems,2011
230,Communications of the ACM,2011
230,Computers in Entertainment,2011
230,"XRDS: Crossroads, The ACM Magazine for Students",2011
230,interactions,2011
233,Journal of the ACM,1957
233,Journal of the ACM,1963
233,Communications of the ACM,1964
233,Journal of the ACM,1965
233,Journal of the ACM,1968
233,Journal of the ACM,1969
233,Journal of the ACM,1972
233,ACM SIGMETRICS Performance Evaluation Review,1974
233,Communications of the ACM,1974
233,ACM SIGCSE Bulletin,1975
233,Communications of the ACM,1975
233,Journal of the ACM,1976
233,Journal of the ACM,1977
233,ACM SIGGRAPH Computer Graphics,1978
233,Communications of the ACM,1978
233,ACM SIGAPL APL Quote Quad,1979
233,ACM SIGCSE Bulletin,1979
233,ACM Transactions on Programming Languages and Systems,1979
233,ACM SIGART Bulletin,1980
233,ACM SIGGRAPH Computer Graphics,1980
233,ACM SIGMOD Record,1980
233,ACM SIGPLAN Notices,1980
233,ACM Transactions on Mathematical Software,1980
233,Journal of the ACM,1980
233,Communications of the ACM,1982
233,ACM SIGCSE Bulletin,1983
233,Communications of the ACM,1983
233,ACM SIGCSE Bulletin,1984
233,Communications of the ACM,1984
233,Communications of the ACM,1985
233,Journal of the ACM,1985
233,ACM SIGART Bulletin,1986
233,ACM SIGMETRICS Performance Evaluation Review,1986
233,ACM SIGART Bulletin,1987
233,ACM SIGART Bulletin,1988
233,ACM SIGPLAN Notices,1988
233,Communications of the ACM,1988
233,ACM SIGAPL APL Quote Quad,1991
233,ACM SIGMICRO Newsletter,1991
233,ACM SIGMOD Record,1991
233,Journal of the ACM,1991
233,ACM SIGART Bulletin,1992
233,ACM SIGBIO Newsletter,1992
233,ACM SIGOIS Bulletin,1992
233,ACM SIGPLAN OOPS Messenger,1992
233,ACM SIGAPL APL Quote Quad,1993
233,ACM SIGAPP Applied Computing Review,1993
233,ACM SIGCSE Bulletin,1993
233,Communications of the ACM,1993
233,IEEE/ACM Transactions on Networking,1993
233,ACM SIGCSE Bulletin,1994
233,ACM SIGICE Bulletin,1994
233,ACM Computing Surveys,1995
233,ACM SIGAPL APL Quote Quad,1995
233,ACM SIGART Bulletin,1995
233,ACM SIGCSE Bulletin,1995
233,ACM SIGPLAN Notices,1995
233,ACM SIGMETRICS Performance Evaluation Review,1996
233,IEEE/ACM Transactions on Networking,1996
233,ACM SIGCOMM Computer Communication Review,1997
233,ACM SIGCSE Bulletin,1997
233,ACM SIGPLAN Notices,1997
233,ACM SIGSAM Bulletin,1997
233,Journal of Experimental Algorithmics,1997
233,ACM SIGMIS Database,1998
233,ACM SIGAPP Applied Computing Review,1999
233,ACM SIGCSE Bulletin,1999
233,Communications of the ACM,1999
233,Journal of Experimental Algorithmics,1999
233,ACM Computing Surveys,2000
233,ACM SIGAPL APL Quote Quad,2000
233,intelligence,2000
233,ACM SIGCSE Bulletin,2001
233,ACM SIGMOD Record,2001
233,Communications of the ACM,2002
233,Journal of Experimental Algorithmics,2002
233,ACM Computing Surveys,2003
233,Journal of Experimental Algorithmics,2004
233,Queue,2004
233,ACM SIGBED Review,2005
233,ACM SIGPLAN Notices,2005
233,ACM SIGSAM Bulletin,2005
233,Communications of the ACM,2005
233,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2005
233,Journal of Experimental Algorithmics,2005
233,Journal of the ACM,2005
233,ACM Journal on Emerging Technologies in Computing Systems,2006
233,ACM SIGEVOlution,2006
233,ACM SIGMETRICS Performance Evaluation Review,2006
233,ACM SIGSOFT Software Engineering Notes,2006
233,Communications of the ACM,2006
233,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2006
233,Journal of the ACM,2006
233,Ubiquity,2006
233,ACM Journal on Emerging Technologies in Computing Systems,2007
233,ACM SIGCSE Bulletin,2007
233,ACM SIGEVOlution,2007
233,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2007
233,IEEE/ACM Transactions on Networking,2007
233,ACM Journal on Emerging Technologies in Computing Systems,2008
233,ACM SIGEVOlution,2008
233,ACM SIGecom Exchanges,2008
233,Communications of the ACM,2008
233,Crossroads,2008
233,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2008
233,IEEE/ACM Transactions on Networking,2008
233,Journal of the ACM,2008
233,ACM Journal on Emerging Technologies in Computing Systems,2009
233,ACM SIGEVOlution,2009
233,ACM SIGMIS Database,2009
233,ACM SIGMOBILE Mobile Computing and Communications Review,2009
233,ACM SIGecom Exchanges,2009
233,Crossroads,2009
233,IEEE/ACM Transactions on Computational Biology and Bioinformatics,2009
233,IEEE/ACM Transactions on Networking,2009
233,Journal of Experimental Algorithmics,2009
233,Journal of the ACM,2009
233,ACM Journal on Emerging Technologies in Computing Systems,2010
233,ACM Transactions on Autonomous and Adaptive Systems,2010
233,ACM Transactions on Intelligent Systems and Technology,2010
233,Communications of the ACM,2010
233,IEEE/ACM Transactions on Networking,2010
233,Journal of Experimental Algorithmics,2010
233,"XRDS: Crossroads, The ACM Magazine for Students",2010
233,ACM SIGMETRICS Performance Evaluation Review,2011
233,ACM SIGSAM Bulletin,2011
244,Journal of the ACM,1955
244,Journal of the ACM,1957
244,Communications of the ACM,1964
244,Communications of the ACM,1965
244,Journal of the ACM,1965
244,Communications of the ACM,1967
244,Journal of the ACM,1969
244,Journal of the ACM,1971
244,ACM SIGPLAN Notices,1974
244,Communications of the ACM,1974
244,ACM SIGDA Newsletter,1975
244,Communications of the ACM,1975
244,ACM SIGCSE Bulletin,1976
244,ACM SIGCUE Outlook,1976
244,ACM SIGART Bulletin,1977
244,ACM SIGPLAN Notices,1977
244,ACM SIGMETRICS Performance Evaluation Review,1978
244,ACM SIGSOFT Software Engineering Notes,1978
244,Communications of the ACM,1978
244,ACM SIGGRAPH Computer Graphics,1979
244,ACM Computing Surveys,1980
244,ACM SIGART Bulletin,1980
244,ACM SIGCSE Bulletin,1980
244,ACM SIGGRAPH Computer Graphics,1980
244,ACM SIGMOD Record,1980
244,ACM SIGPLAN Notices,1980
244,ACM Computing Surveys,1981
244,ACM SIGAPL APL Quote Quad,1981
244,ACM SIGCSE Bulletin,1981
244,ACM SIGSOC Bulletin,1981
244,ACM Transactions on Programming Languages and Systems,1981
244,Communications of the ACM,1981
244,ACM SIGOA Newsletter,1982
244,ACM Computing Surveys,1983
244,ACM SIGCSE Bulletin,1983
244,ACM SIGPLAN Notices,1983
244,ACM SIGSOFT Software Engineering Notes,1983
244,ACM SIGAPL APL Quote Quad,1984
244,ACM SIGGRAPH Computer Graphics,1984
244,ACM SIGOA Newsletter,1984
244,ACM SIGPLAN Notices,1984
244,ACM SIGSOFT Software Engineering Notes,1984
244,Communications of the ACM,1984
244,ACM Computing Surveys,1985
244,ACM SIGAPL APL Quote Quad,1985
244,ACM SIGCHI Bulletin,1985
244,ACM SIGPLAN Notices,1985
244,Communications of the ACM,1985
244,ACM SIGAPL APL Quote Quad,1986
244,ACM SIGARCH Computer Architecture News,1986
244,ACM SIGART Bulletin,1986
244,ACM SIGBIO Newsletter,1986
244,ACM SIGCHI Bulletin,1986
244,ACM SIGMETRICS Performance Evaluation Review,1986
244,ACM SIGMIS Database,1986
244,ACM SIGMOD Record,1986
244,ACM SIGOIS Bulletin,1986
244,ACM SIGPLAN Notices,1986
244,Communications of the ACM,1986
